Index,Mean_A,Mean_B,Change_Mean,Percent_Change_Mean,Median_A,Median_B,Change_Median
EVI,0.15564358455911315,0.259682438639859,0.10403885408074587,66.8442932456571,0.13377038539782937,0.22683890643264065,0.09306852103481128
NDMI,-0.1542942669951046,-0.02209968378603817,0.13219458320906644,-85.67692486802551,-0.17983446207417933,-0.05741176470588236,0.12242269736829697
MSAVI,0.13629970695728705,0.2260266346362102,0.08972692767892315,65.83060938424566,0.11989586173815853,0.19693753495348748,0.07704167321532895
